post_id,title,description,category,price,dong,latitude,longitude,created_at,view_count,like_count,chat_count
128,게임 패드 필요하신 분 가져가세요,게임 패드 판매합니다. 낙성대동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,21000,낙성대동,37.47617673405138,126.95770858611498,2026-05-09 18:43:03,649,21,46
129,트레이닝 팬츠 거의 새상품입니다,트레이닝 팬츠 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,42000,흑석동,37.50747840958225,126.96807130170244,2026-05-29 07:41:03,813,60,12
130,강아지 장난감 거의 새상품입니다,강아지 장난감 상태 양호합니다. 상도동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,19000,상도동,37.5033300192006,126.92652179803261,2026-05-23 11:40:03,214,77,8
131,배변패드 사용감 적어요,배변패드 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,8000,봉천동,37.48665306208978,126.93807348655992,2026-05-27 14:44:03,174,34,28
132,카시트 급처합니다,흑석동 인근에서 거래 원합니다. 카시트 필요하신 분 연락 주세요.,유아용품,43000,흑석동,37.50766166118045,126.95941605437211,2026-05-23 16:07:03,524,47,15
133,롱패딩 사용감 적어요,봉천동 인근에서 거래 원합니다. 롱패딩 필요하신 분 연락 주세요.,의류,232000,봉천동,37.48591110485932,126.94418841154766,2026-06-01 13:30:03,303,60,44
134,강아지 장난감 판매합니다,봉천동에서 거래 가능한 강아지 장난감입니다. 상태 좋고 빠른 거래 원합니다.,반려동물용품,11000,봉천동,37.48287771505886,126.93771186860323,2026-05-30 12:57:03,972,93,38
135,정보처리기사 교재 거의 새상품입니다,봉천동에서 거래 가능한 정보처리기사 교재입니다. 상태 좋고 빠른 거래 원합니다.,도서,17000,봉천동,37.4787085789529,126.94565146885661,2026-05-22 20:42:03,647,58,4
136,퍼즐 판매합니다,퍼즐 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,게임/취미,12000,청룡동,37.480365675952086,126.95434371301741,2026-05-23 16:53:03,371,30,36
137,미니 냉장고 사용감 적어요,미니 냉장고 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,189000,봉천동,37.478035344251666,126.94046881321526,2026-05-20 00:57:03,30,49,30
138,캠핑 의자 판매합니다,사당동에서 거래 가능한 캠핑 의자입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,54000,사당동,37.47741903321558,126.98416678926442,2026-05-28 17:50:03,653,13,49
139,사무용 의자 사용감 적어요,사무용 의자 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,가구/인테리어,138000,사당동,37.47876045057596,126.98603605150713,2026-05-14 01:52:03,196,17,4
140,갤럭시워치 급처합니다,갤럭시워치 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,90000,신림동,37.48173313765203,126.93153290918819,2026-05-26 08:00:03,417,69,30
141,운동복 세트 사용감 적어요,신림동 인근에서 거래 원합니다. 운동복 세트 필요하신 분 연락 주세요.,의류,49000,신림동,37.48359736633708,126.93356478717824,2026-06-02 06:05:03,920,51,47
142,실내 자전거 이사 정리합니다,흑석동 인근에서 거래 원합니다. 실내 자전거 필요하신 분 연락 주세요.,스포츠/레저,286000,흑석동,37.50804499661319,126.96290607152004,2026-05-11 01:15:03,830,10,46
143,전신거울 거의 새상품입니다,사당동에서 거래 가능한 전신거울입니다. 상태 좋고 빠른 거래 원합니다.,가구/인테리어,20000,사당동,37.47877662911311,126.97826644772066,2026-05-25 20:14:03,323,57,38
144,강아지 옷 이사 정리합니다,신림동 인근에서 거래 원합니다. 강아지 옷 필요하신 분 연락 주세요.,반려동물용품,32000,신림동,37.48591183888894,126.92806210231508,2026-05-27 20:42:03,980,7,4
145,청소도구 세트 판매합니다,청소도구 세트 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,48000,낙성대동,37.479585153735066,126.95726328473107,2026-05-11 03:30:03,139,8,15
146,아기 신발 판매합니다,집 정리하면서 아기 신발 내놓습니다. 낙성대동에서 직거래 가능합니다.,유아용품,28000,낙성대동,37.47709459881536,126.95758034045953,2026-05-25 02:44:03,88,73,8
147,정보처리기사 교재 저렴하게 내놓습니다,정보처리기사 교재 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,도서,25000,신림동,37.48694964483531,126.93104037811207,2026-05-20 04:34:03,585,15,16
148,볼캡 거의 새상품입니다,볼캡 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,12000,흑석동,37.51377262404023,126.96670513218358,2026-06-01 15:04:03,186,91,28
149,침낭 저렴하게 내놓습니다,대학동 인근에서 거래 원합니다. 침낭 필요하신 분 연락 주세요.,스포츠/레저,55000,대학동,37.47353696383845,126.93688755745175,2026-05-13 18:33:03,727,81,11
150,공기청정기 상태 좋아요,집 정리하면서 공기청정기 내놓습니다. 청룡동에서 직거래 가능합니다.,생활가전,53000,청룡동,37.477497712297136,126.95654246446834,2026-05-24 23:56:03,387,59,35
151,선풍기 필요하신 분 가져가세요,선풍기 상태 양호합니다. 흑석동 근처에서 시간 맞춰 거래 가능합니다.,생활가전,62000,흑석동,37.51352379731514,126.96502338589386,2026-05-12 03:40:03,598,9,8
152,강아지 장난감 사용감 적어요,강아지 장난감 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,23000,낙성대동,37.47682863786449,126.9622821162742,2026-05-18 11:43:03,999,16,27
153,미니 냉장고 상태 좋아요,미니 냉장고 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활가전,91000,대학동,37.474059337061554,126.93430605308983,2026-05-25 19:18:03,364,66,18
154,텀블러 상태 좋아요,텀블러 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,37000,대학동,37.467141942668796,126.93838732873384,2026-06-03 00:51:03,182,75,37
155,카메라 삼각대 판매합니다,신림동에서 거래 가능한 카메라 삼각대입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,15000,신림동,37.48130808379702,126.92972137202446,2026-05-05 20:43:03,600,33,41
156,닌텐도 스위치 이사 정리합니다,대학동 인근에서 거래 원합니다. 닌텐도 스위치 필요하신 분 연락 주세요.,게임/취미,303000,대학동,37.47248613571673,126.93338080447016,2026-05-28 20:07:03,314,58,4
157,블록 장난감 이사 정리합니다,청룡동 인근에서 거래 원합니다. 블록 장난감 필요하신 분 연락 주세요.,유아용품,23000,청룡동,37.477507661515524,126.9514054019805,2026-05-25 19:12:03,761,44,25
158,수납 박스 사용감 적어요,집 정리하면서 수납 박스 내놓습니다. 청룡동에서 직거래 가능합니다.,생활용품,10000,청룡동,37.4791021200497,126.951541498335,2026-05-28 03:17:03,154,12,3
159,우쿨렐레 급처합니다,낙성대동 인근에서 거래 원합니다. 우쿨렐레 필요하신 분 연락 주세요.,게임/취미,93000,낙성대동,37.48175969411095,126.95826815117738,2026-05-13 07:20:03,791,20,31
160,자기계발서 판매합니다,집 정리하면서 자기계발서 내놓습니다. 봉천동에서 직거래 가능합니다.,도서,21000,봉천동,37.478105404046275,126.94154894203524,2026-05-22 10:19:03,607,45,3
161,반려동물 이동장 판매합니다,집 정리하면서 반려동물 이동장 내놓습니다. 봉천동에서 직거래 가능합니다.,반려동물용품,27000,봉천동,37.48125937352518,126.94060581621014,2026-05-08 08:46:03,384,97,25
162,퍼즐 급처합니다,퍼즐 상태 양호합니다. 사당동 근처에서 시간 맞춰 거래 가능합니다.,게임/취미,12000,사당동,37.47439720677624,126.98649090700621,2026-06-03 05:00:03,471,97,35
163,Xbox 컨트롤러 상태 좋아요,집 정리하면서 Xbox 컨트롤러 내놓습니다. 봉천동에서 직거래 가능합니다.,게임/취미,77000,봉천동,37.47904267359369,126.94262462951161,2026-05-11 06:57:03,971,46,48
164,아기 옷 세트 판매합니다,신림동에서 거래 가능한 아기 옷 세트입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,13000,신림동,37.480689406645766,126.93293131692079,2026-05-14 06:41:03,495,66,29
165,스탠드 조명 사용감 적어요,집 정리하면서 스탠드 조명 내놓습니다. 낙성대동에서 직거래 가능합니다.,가구/인테리어,48000,낙성대동,37.47669846652066,126.95922924260645,2026-05-18 07:00:03,858,65,34
166,배변패드 판매합니다,사당동 인근에서 거래 원합니다. 배변패드 필요하신 분 연락 주세요.,반려동물용품,26000,사당동,37.47789260480602,126.98256909615954,2026-06-02 03:55:03,325,92,44
167,인문교양서 급처합니다,인문교양서 상태 양호합니다. 신림동 근처에서 시간 맞춰 거래 가능합니다.,도서,20000,신림동,37.48761167124958,126.925477757083,2026-05-31 00:52:03,748,79,49
168,울 코트 저렴하게 내놓습니다,청룡동에서 거래 가능한 울 코트입니다. 상태 좋고 빠른 거래 원합니다.,의류,142000,청룡동,37.48030377409323,126.95544972301806,2026-05-26 04:23:03,432,88,13
169,배변패드 판매합니다,배변패드 상태 양호합니다. 낙성대동 근처에서 시간 맞춰 거래 가능합니다.,반려동물용품,11000,낙성대동,37.47493752598738,126.95533182423858,2026-05-19 06:50:03,499,67,24
170,장우산 사용감 적어요,장우산 상태 양호합니다. 대학동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,18000,대학동,37.47501485546327,126.94162260296477,2026-05-30 10:15:03,581,38,14
171,영어 회화책 급처합니다,흑석동 인근에서 거래 원합니다. 영어 회화책 필요하신 분 연락 주세요.,도서,20000,흑석동,37.50667789375498,126.96433476803874,2026-05-24 23:33:03,966,92,17
172,멀티탭 필요하신 분 가져가세요,멀티탭 판매합니다. 사당동 근처 직거래 가능하고 사용감은 적은 편입니다.,생활용품,12000,사당동,37.47815972050551,126.98407338499717,2026-06-04 07:47:03,90,44,28
173,체크 셔츠 거의 새상품입니다,체크 셔츠 판매합니다. 대학동 근처 직거래 가능하고 사용감은 적은 편입니다.,의류,14000,대학동,37.47229833964893,126.93711041489733,2026-05-16 17:55:03,255,31,3
174,울 코트 저렴하게 내놓습니다,상도동 인근에서 거래 원합니다. 울 코트 필요하신 분 연락 주세요.,의류,150000,상도동,37.50437910711833,126.9275794107621,2026-06-01 19:43:03,150,0,35
175,강아지 장난감 급처합니다,대학동 인근에서 거래 원합니다. 강아지 장난감 필요하신 분 연락 주세요.,반려동물용품,12000,대학동,37.471341333531754,126.93715152276894,2026-05-16 15:34:03,797,11,41
176,아이패드 미니 필요하신 분 가져가세요,낙성대동에서 거래 가능한 아이패드 미니입니다. 상태 좋고 빠른 거래 원합니다.,디지털기기,453000,낙성대동,37.48056743167918,126.9536926716848,2026-05-11 02:21:03,969,95,18
177,Xbox 컨트롤러 사용감 적어요,집 정리하면서 Xbox 컨트롤러 내놓습니다. 대학동에서 직거래 가능합니다.,게임/취미,99000,대학동,37.47028020769006,126.93372811398274,2026-05-20 01:36:03,971,17,32
178,무선청소기 상태 좋아요,흑석동 인근에서 거래 원합니다. 무선청소기 필요하신 분 연락 주세요.,생활가전,135000,흑석동,37.51054401139895,126.9605316128772,2026-06-04 18:11:03,819,37,36
179,통기타 필요하신 분 가져가세요,사당동에서 거래 가능한 통기타입니다. 상태 좋고 빠른 거래 원합니다.,게임/취미,235000,사당동,37.480958253870014,126.9766683012054,2026-05-15 14:21:03,153,61,20
180,아기 식탁의자 이사 정리합니다,대학동 인근에서 거래 원합니다. 아기 식탁의자 필요하신 분 연락 주세요.,유아용품,97000,대학동,37.46919552090561,126.93416302577423,2026-05-17 17:56:03,21,33,41
181,전기히터 거의 새상품입니다,집 정리하면서 전기히터 내놓습니다. 낙성대동에서 직거래 가능합니다.,생활가전,97000,낙성대동,37.47818711325199,126.96300635623746,2026-05-19 18:43:03,328,88,7
182,헬스 장갑 급처합니다,헬스 장갑 판매합니다. 청룡동 근처 직거래 가능하고 사용감은 적은 편입니다.,스포츠/레저,20000,청룡동,37.48321940726856,126.95682796888282,2026-06-01 02:45:03,630,47,26
183,욕실 선반 급처합니다,욕실 선반 상태 양호합니다. 봉천동 근처에서 시간 맞춰 거래 가능합니다.,생활용품,33000,봉천동,37.478217580475565,126.9420764924871,2026-05-19 19:09:03,89,72,7
184,욕실 선반 상태 좋아요,낙성대동 인근에서 거래 원합니다. 욕실 선반 필요하신 분 연락 주세요.,생활용품,38000,낙성대동,37.47668827966831,126.96258889351714,2026-05-22 13:49:03,220,91,37
185,물그릇 판매합니다,물그릇 판매합니다. 흑석동 근처 직거래 가능하고 사용감은 적은 편입니다.,반려동물용품,19000,흑석동,37.510527677122276,126.96168169564034,2026-05-23 02:56:03,69,71,29
186,무선 키보드 거의 새상품입니다,무선 키보드 판매합니다. 신림동 근처 직거래 가능하고 사용감은 적은 편입니다.,디지털기기,47000,신림동,37.4846116350408,126.92460255631318,2026-06-03 16:05:03,362,89,4
187,전기장판 판매합니다,집 정리하면서 전기장판 내놓습니다. 대학동에서 직거래 가능합니다.,생활가전,33000,대학동,37.475237825669375,126.93554460920639,2026-05-12 12:43:03,666,93,41
188,블록 장난감 필요하신 분 가져가세요,상도동에서 거래 가능한 블록 장난감입니다. 상태 좋고 빠른 거래 원합니다.,유아용품,74000,상도동,37.50452846776078,126.92993058631784,2026-05-31 20:37:03,366,15,11
189,3인용 소파 판매합니다,신림동 인근에서 거래 원합니다. 3인용 소파 필요하신 분 연락 주세요.,가구/인테리어,317000,신림동,37.487433604373756,126.92647512038504,2026-05-14 17:58:03,444,68,24
190,폼롤러 거의 새상품입니다,청룡동에서 거래 가능한 폼롤러입니다. 상태 좋고 빠른 거래 원합니다.,스포츠/레저,6000,청룡동,37.47860666294143,126.94837290902889,2026-05-10 20:06:03,639,98,1
